user_id,movie_id,Rating
33,104466,9
33,113819,6
33,122136,8
33,259072,7
33,317248,8
33,336693,8
33,353969,5
33,367089,7
33,369702,9
33,385277,10
33,416960,7
33,427312,7
33,446755,7
33,457513,7
33,907657,6
33,993846,6
33,1032825,7
33,1263750,8
33,1426378,8
33,1454468,6
33,1491044,6
33,1559036,8
33,1602613,6
33,1682180,4
33,1753846,6
33,1756750,8
33,1772424,8
33,1798709,9
33,1800241,7
33,1821549,6
33,1847746,8
33,1932767,8
33,2024519,10
33,2035630,8
33,2042568,6
33,2071620,6
33,2084989,7
33,2101441,2
33,2106476,9
33,2131523,5
33,2190367,7
33,2195548,6
33,2278388,7
33,2278871,8
33,2334034,3
33,2357790,8
33,2390361,7
33,2404461,9
33,2509270,5
33,2875926,9
33,3269074,7
34,2574698,2
35,1772341,8
36,112792,7
36,770828,6
36,848228,9
36,1270798,7
36,1345836,10
37,455407,7
37,481499,8
37,993846,8
37,1437358,7
37,1454468,8
37,1535109,8
37,1554091,7
37,1966604,8
37,2226417,6
38,44081,3
38,83658,10
38,87544,7
38,110912,10
38,118715,2
38,361748,9
38,389860,2
38,469494,8
38,790736,1
38,816711,8
38,1130884,7
38,1371111,3
38,1483013,8
38,1517260,8
38,1663662,8
38,1853728,9
39,1682246,4
40,361748,8
40,1535108,6
40,1951264,9
40,2024544,7
40,2294629,7
41,816711,6
42,296572,8
42,376136,6
42,780504,9
42,790724,9
42,796366,9
42,816711,8
42,830515,7
42,848228,9
42,938330,6
42,1071875,7
42,1074638,10
42,1189340,8
42,1194173,8
42,1205535,6
42,1272878,6
42,1276104,8
42,1300854,10
42,1320253,7
42,1343727,5
42,1351685,8
42,1366365,4
42,1368440,3
42,1374992,8
42,1397280,6
42,1408101,9
42,1428538,6
42,1480656,4
42,1483013,10
42,1486192,7
42,1496025,8
42,1524137,6
42,1535108,8
42,1535616,4
42,1549920,8
42,1551630,6
42,1568346,10
42,1592525,7
42,1599348,8
42,1606378,7
42,1611224,7
42,1614989,8
42,1637688,7
42,1656186,5
42,1663662,6
42,1684233,7
42,1687901,5
42,1734433,8
42,1764183,7
42,1764234,9
42,1764651,7
42,1790885,10
42,1815708,7
42,1815862,7
42,1838544,2
42,1855325,7
42,1886493,5
42,1904996,7
42,1905041,10
42,1911662,4
42,1924429,6
42,1925479,6
42,1990181,6
42,2302755,8
42,2322601,8
42,2330866,8
42,2334879,10
42,2347144,7
42,2357377,8
43,1371111,9
43,1517260,2
44,2004432,5
45,309698,9
45,359950,9
45,450278,7
45,455407,9
45,498353,6
45,816442,8
45,993846,10
45,1077258,9
45,1170358,10
45,1204975,8
45,1205537,7
45,1211956,8
45,1226681,9
45,1234721,8
45,1253863,8
45,1335975,8
45,1413495,6
45,1454468,10
45,1490017,9
45,1535109,8
45,1731141,8
45,1800241,9
45,1840309,10
45,1843866,9
45,1942884,8
45,1951264,9
45,1979320,9
45,1981115,8
45,2024469,8
45,2024544,10
45,2177771,7
45,2184339,7
45,2193215,9
45,2226417,8
45,2364841,6
45,2369135,8
45,2404311,9
45,2473682,7
45,2947832,8
45,3165608,1
46,2370718,10
47,268978,8
47,993846,6
47,1204975,5
47,1272878,6
47,1800241,7
47,2024544,7
47,2215077,4
48,359950,8
48,454876,9
48,770828,8
48,800369,8
48,816711,7
48,903624,8
48,1210819,6
48,1213663,8
48,1234721,7
48,1300854,9
48,1335975,7
48,1343092,8
48,1351685,8
48,1408101,9
48,1428538,7
48,1453405,8
48,1454468,7
48,1457767,8
48,1499658,7
48,1535108,7
48,1535109,9
48,1549920,7
48,1583421,7
48,1591095,6
48,1596343,8
48,1623205,8
48,1663662,7
48,1690953,8
48,1706620,7
48,1854564,7
48,1893256,6
48,1899353,7
48,1905041,8
48,1939659,6
48,1951264,8
48,1981115,8
48,2024469,8
48,2234155,7
49,1258972,5
50,307873,10
50,824316,9
50,1188982,10
51,70047,9
51,482606,10
51,1711425,6
52,1670345,10
53,46688,5
53,46912,8
53,60196,9
53,60450,5
53,66999,9
53,67128,10
53,67800,9
53,68699,8
53,70355,8
53,71360,9
53,74483,4
53,85780,10
53,86383,5
53,87050,6
53,93773,8
53,94963,3
53,98635,9
53,105665,8
53,106977,10
53,112471,1
53,114814,8
53,116922,8
53,118715,10
53,119488,9
53,119654,8
53,138097,8
53,217869,1
53,241527,4
53,295297,5
53,304141,6
53,357413,2
53,365748,6
53,373889,5
53,381681,1
53,396269,6
53,417741,5
53,424823,5
53,790724,7
53,800369,4
53,848228,5
53,887883,7
53,903624,5
53,948470,6
53,993842,6
53,1024648,7
53,1038919,1
53,1060277,1
53,1194173,6
53,1201607,8
53,1210819,7
53,1226774,5
53,1228705,3
53,1276104,8
53,1277953,8
53,1291580,7
53,1371111,9
53,1408101,6
53,1424432,7
53,1433811,7
53,1440345,8
53,1453405,8
53,1477855,5
53,1483013,5
53,1506999,8
53,1535108,5
53,1612774,9
53,1641975,7
53,1661420,7
53,1667889,1
53,1675434,9
53,1690953,6
53,1723121,7
53,1731141,6
53,1853728,6
53,1855199,7
53,1907668,8
53,1911553,6
53,1979320,6
53,2053463,7
53,2106476,7
53,2193215,7
53,2197849,6
53,2216240,9
53,2229499,5
53,2243389,5
53,2278388,9
53,2293138,4
53,2334873,7
53,2420886,5
54,1454468,8
55,264464,10
55,1670345,10
56,948470,8
56,1045658,7
56,1454029,9
56,1790885,6
56,1853728,10
57,111161,10
57,114814,9
57,182789,5
57,240772,8
57,253556,3
57,388980,7
57,443706,6
57,473075,6
57,770828,6
57,816711,7
57,1034314,6
57,1077368,5
57,1300854,7
57,1343092,5
57,1345836,6
57,1386703,6
57,1392170,8
57,1430132,8
57,1483013,7
57,1538403,5
57,1559547,4
57,1640711,3
57,1670345,7
57,1731141,9
57,1772341,7
57,2186562,5
57,2334879,6
57,2997766,9
58,2315558,8
59,2051879,10
59,2082155,10
60,816711,7
60,1300854,8
60,1408101,7
60,1790885,6
61,844479,7
61,1259521,5
61,1703199,6
62,454876,8
62,1649419,8
63,2140373,8
63,2179116,9
64,1067583,7
64,1392214,7
64,1614989,7
64,1675434,8
64,2334873,6
65,48673,10
65,60880,10
65,93004,10
65,95827,10
65,101921,10
65,102138,10
65,102713,9
65,104257,10
65,117959,10
65,118799,10
65,887732,10
65,986264,10
66,861739,8
66,1211956,7
66,1535109,10
66,1555149,9
66,2334879,8
67,2258858,1
68,1547234,8
69,206634,9
69,1045658,9
69,1454468,8
69,1764651,5
69,1798709,9
70,111161,9
71,97239,8
71,99726,6
71,119683,10
71,227445,10
71,268978,8
71,272020,10
71,371746,7
71,381061,10
71,405094,9
71,429493,8
71,443453,6
71,443680,8
71,450259,7
71,473753,6
71,477080,3
71,499603,4
71,830515,7
71,860906,7
71,860907,5
71,893402,6
71,945513,5
71,970179,7
71,1032755,9
71,1074638,10
71,1077368,7
71,1205489,6
71,1343092,9
71,1403981,1
71,1411697,1
71,1423995,1
71,1465487,7
71,1542344,8
71,1605783,1
71,1634122,7
71,1637725,5
71,1663321,6
71,1670345,8
71,1675434,10
71,1690953,7
71,1832382,10
71,1907668,8
71,1931533,7
71,1951261,7
71,2294629,6
71,2358891,5
71,2404311,6
72,1408101,10
72,2357129,8
73,882977,8
73,1186788,4
73,1245492,10
73,1454468,9
74,416212,8
74,770828,7
74,896872,7
74,1033575,7
74,1210819,8
74,1226753,6
74,1389096,7
74,1408101,8
74,1430132,8
74,1663662,7
74,1683526,8
74,1821694,7
74,1905041,7
74,1951264,8
74,2334879,7
74,2404463,6
75,816711,8
76,95327,8
76,111161,10
76,469021,8
76,816711,7
76,898367,9
76,1170358,8
76,1213663,6
76,1226240,7
76,1288558,5
76,1307068,7
76,1340107,9
76,1454468,10
76,1535109,8
76,1549920,6
76,1602613,7
76,1682180,9
76,1684233,7
76,1790885,7
76,1817273,8
76,1821593,8
76,1924429,8
76,1935179,7
76,1971352,8
76,2023587,6
76,2126403,7
76,2177771,6
76,2179116,8
76,2216240,8
76,2299842,9
76,2375605,9
76,2481198,7
76,2545118,8
77,363988,7
77,2053463,6
78,248667,7
78,469021,7
78,816711,8
78,948470,6
78,993846,10
78,1017451,7
78,1045658,8
78,1093357,3
78,1170358,7
78,1234654,5
78,1276104,7
78,1288558,6
78,1291580,8
78,1320291,7
78,1329232,1
78,1366344,6
78,1397280,5
78,1408101,7
78,1409024,6
78,1422136,6
78,1440129,2
78,1483013,8
78,1535108,6
78,1535616,4
78,1592525,6
78,1602472,6
78,1615147,7
78,1616195,7
78,1694020,7
78,1727388,8
78,1758830,4
78,1790885,7
78,1800241,9
78,1855199,8
78,1866249,8
78,1907668,7
78,1920945,8
78,1921070,7
78,1924429,8
78,1935179,8
78,1951216,7
78,1951264,8
78,1979320,7
78,1990314,7
78,2023690,7
78,2024544,8
78,2053463,8
78,2083383,6
78,2124908,8
78,2140373,8
78,2244901,5
78,2304426,9
78,2334879,7
78,2387433,7
79,993846,10
80,2194499,7
81,482571,9
82,65724,9
82,73486,9
83,1321870,8
84,816711,10
84,1270798,9
84,1430132,10
84,1457767,10
85,1322269,8
86,1253863,10
87,50083,9
87,73486,7
87,102926,9
87,110912,4
87,114814,10
87,120586,10
87,167404,8
87,264464,8
87,309698,8
87,361862,9
87,443706,8
87,485947,5
87,758746,3
87,1130884,10
87,1211956,7
87,1245492,5
87,1258197,7
87,1343092,7
87,1454468,7
87,1457767,6
87,1568346,8
88,2302755,10
89,1016301,3
89,1063669,7
89,1992258,5
90,1781769,8
91,1170358,8
91,1229340,1
91,2042568,9
92,2737018,10
93,76759,10
93,80684,10
93,86190,10
93,93437,10
93,112642,10
93,117571,10
93,120082,10
93,120389,10
93,120616,10
93,120915,10
93,121765,10
93,121766,10
93,133093,10
93,134084,10
93,167261,10
93,205177,10
93,209163,10
93,234215,10
93,267913,10
93,315327,10
93,357413,10
93,418279,10
93,800369,10
93,859163,10
93,948470,10
93,1013752,10
93,1055369,10
93,1104001,10
93,1228705,10
93,1229340,10
93,1300854,10
93,1399103,10
93,1502404,10
93,1596343,10
93,1663662,10
93,1840309,10
93,1905041,10
93,1979320,10
93,1981115,10
93,2024469,10
93,2114461,10
93,2357129,10
93,3134066,10
94,1091191,8
94,1253863,9
94,1583421,10
94,1905041,8
95,770828,7
95,816711,10
95,1905041,9
96,359950,8
97,52847,10
97,120338,10
98,2094018,8
99,277027,8
99,344510,7
99,435625,5
99,443272,7
99,837562,7
99,903624,9
99,1045658,8
99,1125849,10
99,1217209,7
99,1321870,7
99,1374992,6
99,1547234,7
99,1570728,7
99,1602620,5
99,1707386,7
99,1790885,7
99,1853728,9
99,1866249,8
100,1808240,1
101,75148,8
101,107048,9
101,167404,9
101,482571,10
102,82199,10
103,46303,10
104,780504,10
104,795461,1
105,770828,9
105,1213663,7
105,1300854,7
105,1430132,8
105,1583421,6
105,1691917,5
105,1905041,7
105,1951261,8
105,2234155,8
106,1483013,6
107,68646,10
107,203019,9
107,264464,8
107,848228,8
107,878804,8
107,948470,6
107,1300854,8
107,1790885,8
107,1860355,9
107,1905041,8
107,1951261,6
107,2132285,6
107,2302755,5
108,117951,9
108,119164,8
108,359950,7
108,372784,8
108,458339,6
108,796366,8
108,800369,8
108,816711,8
108,993846,8
108,1196956,7
108,1204975,7
108,1211956,7
108,1259521,8
108,1308729,6
108,1345836,8
108,1408101,8
108,1454468,8
108,1506999,5
108,1535108,8
108,1583421,7
108,1596343,8
108,1596350,7
108,1650554,8
108,1661382,6
108,1670345,7
108,1691917,7
108,1904996,5
108,1939659,6
108,1979320,9
108,1981115,7
108,2024544,8
108,2132285,5
108,2302755,7
108,2334879,7
109,82198,10
109,119488,10
110,770828,10
110,848537,10
110,1583421,8
110,1670345,8
111,2292959,7
112,2366450,8
113,392878,6
113,1250777,7
113,1389096,8
113,1951264,10
114,1800241,3
115,107207,9
115,258463,9
115,372183,8
115,770828,8
115,1213663,6
115,1905041,10
115,1922777,10
115,1951261,5
115,2106476,9
116,1504320,9
117,91042,9
118,462346,8
119,183523,3
119,420223,6
119,1637688,3
120,56993,6
120,61189,6
120,359950,5
120,431021,4
120,492044,5
120,770828,8
120,790628,6
120,816711,6
120,903624,8
120,993846,9
120,1024648,7
120,1045658,7
120,1194173,6
120,1210166,6
120,1229238,6
120,1229340,6
120,1245492,7
120,1288558,6
120,1300854,6
120,1333125,6
120,1392170,6
120,1397280,6
120,1408101,9
120,1409024,6
120,1430132,5
120,1454468,7
120,1456635,6
120,1457767,8
120,1483013,3
120,1583421,5
120,1599348,4
120,1623205,7
120,1694020,6
120,1711425,3
120,1723121,6
120,1731697,5
120,1758830,7
120,1814621,6
120,1815862,5
120,1853739,4
120,1855199,8
120,1939659,6
120,1951261,7
120,1980209,4
120,2023587,6
120,2024432,5
120,2184339,5
120,2226417,8
120,2234155,7
120,2243537,7
120,2387433,5
120,2404311,6
120,3063516,6
121,116367,3
121,1175709,6
121,1229340,7
121,1245492,7
121,1408101,10
121,1431181,8
121,1535109,9
121,1599348,6
121,2024544,8
121,2347569,8
122,64116,10
123,57036,10
123,1343092,10
124,993846,8
125,1245492,9
126,64115,10
126,73486,10
126,97165,9
126,99685,10
126,109830,10
126,110912,10
126,111161,10
126,114814,9
126,118715,10
126,119217,10
126,120689,10
126,137523,10
126,169547,10
126,208092,10
126,319061,8
126,361748,9
126,469494,10
126,472062,9
126,822854,10
126,1045658,9
126,1228987,8
126,1446714,10
126,1707392,4
126,1862079,10
126,1907668,8
127,770828,9
127,1245492,10
127,1623205,10
127,1663662,10
128,469021,9
128,1924429,8
128,2234155,8
129,1234721,9
130,1375666,10
131,120669,8
131,1870425,10
131,1905041,10
132,167926,8
133,332452,10
134,59742,10
134,81505,10
134,110006,9
134,120663,10
134,180093,9
134,268978,9
134,332280,8
134,478087,7
134,948470,7
134,1647477,7
134,1798709,9
134,2103217,8
134,2109184,4
135,1535109,10
136,140888,10
136,318462,10
136,1606180,10
136,1777034,10
137,1480656,7
138,70047,10
138,120338,10
138,162222,8
138,1670345,10
138,2184339,7
139,68646,10
139,71562,10
139,110413,7
139,111161,9
139,120657,8
139,1152836,9
140,454921,9
140,466893,5
140,1033575,7
140,1741243,4
140,1853728,8
141,245712,8
141,350720,8
141,457430,8
141,790636,8
141,903624,7
141,993846,8
141,1196204,8
141,1204975,7
141,1211956,7
141,1327773,7
141,1413495,6
141,1454468,9
141,1457767,7
141,1535108,7
141,1535109,8
141,1602613,6
141,1727388,8
141,1731141,7
141,1758795,5
141,1817273,7
141,1821549,8
141,1821694,6
141,1853739,5
141,1870529,7
141,1939659,7
141,1951264,7
141,1979320,7
141,2017038,6
141,2024432,7
141,2024469,7
141,2024544,8
141,2090497,6
141,2094018,6
141,2167202,5
141,2193215,6
141,2194499,8
141,2230358,5
141,2234155,6
141,2312718,7
141,2334649,7
141,2334873,8
141,2357129,6
141,2370248,8
141,2378281,7
141,2404311,6
141,2404463,7
141,2969656,7
141,3063516,6
141,3118706,7
142,1306980,8
142,1924429,8
142,2076220,8
143,1979320,5
143,2177771,8
143,2278388,9
144,816711,3
144,1343092,4
144,1682180,9
144,1723121,8
144,1905041,8
144,2132285,6
144,2302755,1
145,1798709,10
145,1800241,9
146,1853728,10
147,1951264,6
148,210945,10
148,1210166,10
149,302886,8
149,1276104,3
149,1306980,7
149,1389137,7
149,1931435,6
149,1981677,7
150,2691498,6
151,48651,7
151,107214,10
151,119488,10
151,335245,3
151,338751,8
151,379725,8
151,2278388,10
152,335345,8
152,864835,8
153,920739,10
153,2723138,10
154,2265171,9
155,1535108,10
155,1690953,10
156,63522,8
156,1172203,10
156,1335975,5
156,1446714,7
156,1464535,6
156,1464540,5
156,1531901,8
156,1623205,6
156,2002718,8
156,2069787,9
156,2105044,5
156,2132285,7
156,2187884,5
156,2396429,6
156,2450186,7
157,83907,10
157,1772240,1
157,2109184,1
158,1670345,10
159,1905041,7
160,1206543,8
160,1821694,8
160,1907668,4
160,2125608,8
160,2278871,8
160,2912144,4
161,1316624,7
161,1477855,6
162,59578,8
162,63663,9
162,87544,7
162,118749,10
162,246578,10
162,368909,7
162,407265,10
162,770828,6
162,800369,7
162,1397280,5
162,1433540,7
162,1532503,10
162,1561768,7
162,1663662,8
162,1727388,8
162,1772341,8
162,1935179,7
162,2140203,8
162,2358891,8
162,2668134,4
162,3066270,6
162,3084836,3
163,1392214,10
163,2226417,10
164,993846,7
164,1272878,6
164,1454468,8
164,1706620,7
165,377092,9
165,1596350,7
166,485947,8
167,368975,10
167,893412,10
167,974661,9
168,335266,8
168,1229340,9
168,1245492,8
168,1343092,7
168,1371111,8
168,1392214,9
168,1450321,8
168,1453405,8
168,1454468,10
168,1457767,8
168,1490017,8
168,1535108,7
168,1535109,8
168,1602613,6
168,1606378,5
168,1615147,7
168,1650554,6
168,1772341,6
168,1790885,7
168,1817273,7
168,1905041,8
168,1922777,6
168,1931533,7
168,1951261,4
168,1980209,6
168,2002718,7
168,2053463,8
168,2076220,7
168,2234155,5
168,2302755,6
169,770828,10
170,1535109,8
170,1663662,6
170,1951261,4
170,2101341,7
171,259516,9
172,770828,10
172,1047011,10
172,1454468,10
172,1457767,10
172,2323264,10
173,1670345,6
173,1905041,7
174,936501,8
174,1457767,7
174,2536436,8
175,1637688,7
175,1670345,8
176,1723121,9
177,1188982,10
177,1411250,10
178,133751,9
178,245712,10
178,315733,10
178,445946,10
178,1024648,10
178,1164999,10
178,1522232,10
178,1535105,10
178,1645155,10
179,1300854,8
179,1343092,7
180,454876,8
180,770828,8
180,790724,7
180,1160996,6
180,1186370,6
180,1300854,8
180,1324999,5
180,1405365,6
180,1408101,8
180,1411250,7
180,1457767,8
180,1483013,7
180,1535108,7
180,1583421,6
180,1663662,8
180,1673434,5
180,1711425,7
180,1723121,7
180,1758830,6
180,1780762,7
180,1817273,8
180,1853728,9
180,1877797,4
180,1904996,6
180,1905041,8
180,2097307,5
180,2182019,6
180,2244901,6
180,2341664,5
180,2387433,6
180,2450186,8
181,1211956,10
182,2294629,10
183,1245492,6
183,1343092,10
183,1454468,10
183,2229499,10
184,50083,8
184,99685,8
184,278504,7
184,292963,8
184,770828,7
184,903624,8
184,1124035,7
184,1300854,7
184,1392214,8
184,1408101,9
184,1454468,8
184,1670345,7
184,1798709,9
184,1853728,9
185,2625030,10
186,1245492,10
187,1213648,1
188,2304426,10
189,983193,9
190,1245492,10
190,2545118,10
191,264464,8
191,398286,8
191,454876,8
191,770828,8
191,1024648,9
191,1045658,8
191,1142977,7
191,1216475,8
191,1253863,7
191,1306980,8
191,1453405,9
191,1588173,7
191,1637725,7
191,1670345,8
191,1815862,7
191,2024469,9
191,2334879,7
192,1951264,10
193,1045658,10
194,89218,9
194,109830,10
194,112864,9
194,114369,10
194,119051,7
194,120815,10
194,144117,9
194,251160,8
194,278504,7
194,338013,7
194,417741,8
194,443706,8
194,454848,8
194,870111,8
194,914863,8
194,964517,8
194,976051,8
194,1024648,8
194,1226271,7
194,1229238,8
194,1272878,3
194,1300851,7
194,1670345,6
194,1843866,7
194,1853728,9
194,1907668,7
194,1911644,7
195,948470,8
195,1675434,7
196,72271,9
196,113677,7
196,114069,4
196,993846,9
196,1490017,7
196,2170299,5
197,91042,9
198,1433811,10
198,2101441,1
199,114814,10
199,169547,9
199,245844,9
199,448011,9
199,454876,10
199,993846,10
199,1392214,10
199,1454468,10
199,1598822,9
199,1670345,9
199,1692486,9
199,1707386,10
199,1817273,1
199,1855325,5
199,2017038,9
199,2032557,10
199,2431286,10
200,266987,6
200,361748,5
200,790636,6
200,1288558,2
200,1399103,7
200,1411250,6
200,1433811,3
200,1480295,6
200,1535109,8
200,1549920,6
200,1645155,4
200,1670345,9
200,1839492,6
200,1911662,6
200,2101341,9
200,2364841,6
200,2388637,4
200,2404311,7
201,2053425,9
202,816442,6
202,1322269,7
202,1392214,7
202,1690953,6
202,1800241,8
202,2017038,5
202,2024544,8
202,2042568,7
202,2209418,8
203,47478,8
203,60196,9
203,73486,8
203,75314,9
203,82971,8
203,87469,7
203,93010,7
203,96061,7
203,104070,7
203,110632,7
203,137523,9
203,169547,8
203,458525,6
203,1170358,8
203,1907668,8
203,2106476,9
204,1800241,4
205,1979320,9
206,86154,10
207,45793,10
207,46828,10
207,47136,10
207,48261,10
207,56566,10
207,57598,9
207,58947,9
207,59037,10
207,60665,10
207,61747,10
207,62512,10
207,63256,10
207,64072,9
207,64519,10
207,69824,9
207,81506,10
207,83190,10
207,88683,10
207,90605,10
207,91554,10
207,93773,10
207,94008,10
207,100403,10
207,101316,10
207,113303,9
207,117438,8
207,118715,10
207,118749,9
207,119256,10
207,119778,9
207,119891,10
207,120255,10
207,134119,10
207,159365,10
207,199725,9
207,200720,10
207,204313,10
207,206634,10
207,215750,10
207,225071,10
207,268978,10
207,307901,10
207,316824,8
207,317919,8
207,326664,9
207,364970,7
207,368794,10
207,370263,9
207,375063,10
207,375679,10
207,379725,10
207,410097,10
207,418763,9
207,432283,10
207,433387,10
207,443489,10
207,449086,10
207,450259,10
207,454921,9
207,455584,10
207,472118,9
207,473753,8
207,480249,10
207,758730,9
207,790636,10
207,889588,10
207,944835,10
207,1033575,10
207,1074638,10
207,1194173,10
207,1212419,9
207,1375666,10
207,1408101,10
207,1430077,9
207,1570728,9
207,1596753,10
207,1615065,10
207,1637688,7
207,1650554,10
207,1653064,9
207,1731141,10
207,1747958,10
207,1767354,10
207,1866249,10
207,2023587,9
207,2316411,9
207,2370248,10
207,2830416,10
208,1253863,8
209,2101441,1
210,330373,10
211,31381,8
211,102138,9
211,110932,9
211,112384,9
211,112740,9
211,116778,8
211,117705,9
211,117998,8
211,119217,9
211,124901,10
211,212712,7
211,247199,9
211,260991,9
211,280707,6
211,338564,9
211,338751,6
211,340855,8
211,353969,7
211,372588,7
211,374546,8
211,388795,8
211,398883,8
211,409182,8
211,456912,9
211,468492,7
211,477080,9
211,481499,8
211,762073,7
211,790636,9
211,790724,8
211,790736,8
211,816442,9
211,993846,8
211,1091191,9
211,1170358,10
211,1210819,8
211,1212450,8
211,1213663,8
211,1216496,7
211,1272878,9
211,1305806,9
211,1322269,7
211,1343727,9
211,1351685,7
211,1392214,8
211,1408101,9
211,1411250,7
211,1430132,7
211,1453405,8
211,1454468,10
211,1462900,8
211,1483013,8
211,1535108,8
211,1535109,8
211,1538403,3
211,1550312,5
211,1588170,8
211,1615065,9
211,1650554,6
211,1690953,8
211,1723121,9
211,1798709,9
211,1800241,8
211,1815862,5
211,1816518,9
211,1821549,10
211,1821694,7
211,1905040,6
211,1911662,7
211,1979320,8
211,1981115,8
211,2013293,8
211,2017038,7
211,2023587,7
211,2024432,2
211,2024519,9
211,2024544,9
211,2042568,7
211,2053463,8
211,2106476,9
211,2140373,10
211,2184339,8
211,2209418,10
211,2294629,9
211,2304771,7
211,2334873,4
211,2334879,7
211,2347569,8
211,2355540,7
211,2358891,7
211,2368553,7
211,2375605,5
211,2387433,5
211,2396566,7
211,2404311,9
211,2404461,6
211,2404463,7
211,2431286,9
211,2486682,9
211,2649128,7
211,3063516,8
212,69945,2
212,74812,5
212,770828,9
212,816711,7
212,890870,4
212,938330,5
212,1132626,5
212,1220719,8
212,1233227,6
212,1258972,6
212,1288558,7
212,1343727,7
212,1386932,7
212,1397280,7
212,1477076,5
212,1483013,7
212,1535108,7
212,1549572,5
212,1588173,7
212,1603257,4
212,1640459,6
212,1646987,5
212,1767382,8
212,1772341,7
212,1862079,7
212,1922777,7
212,2184339,4
213,1408101,10
213,1430132,10
214,1625346,1
215,117381,9
215,1210819,5
215,1392214,5
215,1430132,10
215,1583421,10
215,1663662,8
215,1853739,8
215,2133239,10
216,816711,7
216,1430132,7
216,2179116,7
216,2194499,8
217,79116,7
217,88763,9
217,453562,9
217,454876,8
217,770828,3
217,790636,8
217,790724,7
217,993846,8
217,1001508,7
217,1045658,8
217,1091191,7
217,1170358,9
217,1210166,8
217,1210819,7
217,1272878,6
217,1311060,2
217,1392214,8
217,1454468,8
217,1457767,8
217,1535108,6
217,1535109,8
217,1623205,8
217,1648179,4
217,1711425,3
217,1723121,7
217,1758830,7
217,1764651,2
217,1790886,6
217,1798709,8
217,1840417,7
217,1905041,4
217,1911644,6
217,1951261,3
217,1979320,9
217,2184339,4
217,2191701,2
217,2265398,3
217,2294629,6
217,2369135,7
217,2383662,5
217,2486682,7
217,2532528,8
218,1480656,1
219,172495,10
219,198781,10
219,1453405,10
219,1483013,10
220,2334873,8
221,227445,10
222,209144,8
222,210065,7
222,816711,7
222,1245492,6
222,1343092,6
222,1670345,6
222,1905040,5
223,31381,10
223,42192,10
223,43014,10
223,46126,10
223,808276,8
223,1454029,10
223,1655442,10
223,1743993,5
223,1747967,5
